Player info,,,,,,Level 1 stats,,,,,,,,,Level 99 stats Note: Freedom is without Daisuke's notes,,,,,,,,,,,,,,,,,,,,,Moves,,,,,,,,
Full Name,Nickname,Position,Gender,Size,Element,FP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts,FP,Maxed out at,TP,Maxed out at,Kick,Maxed out at,Body,Maxed out at,Control,Maxed out at,Guard,Maxed out at,Speed,Maxed out at,Stamina,Maxed out at,Guts,Maxed out at,Freedom,Total,Max Totaal,Move 1,Learns at,Move  2,Learns at,Move 3,Learns at,Move 4,Learns at,Player HEX ID
Stu Dent,Dent,GK,Male,Small,Fire,52,46,15,7,8,4,19,8,9,99,Lv.59,119,Lv.99,60,Lv.59,40,Lv.59,46,Lv.99,37,Lv.59,63,Lv.59,57,Lv.59,53,Lv.59,70,356,426,Fireball Knuckle,Lv.11,Study,Lv.29,Fake Bomber,Lv.36,Table-Turner,Lv.70,0x17C
Barry Straw,Straw,FW,Male,Medium,Air,52,54,7,19,9,7,16,10,10,118,Lv.69,99,Lv.69,42,Lv.69,63,Lv.69,48,Lv.99,42,Lv.69,63,Lv.69,44,Lv.69,48,Lv.69,77,350,427,Flurry Dash,Lv.12,Comet Shot,Lv.18,Cross Drive,Lv.27,Zigzag Spark,Lv.33,0x17D
Bobby Peel,Peel,MF,Male,Medium,Earth,59,54,12,13,13,12,10,14,13,120,Lv.69,97,Lv.69,56,Lv.69,57,Lv.99,53,Lv.69,53,Lv.69,55,Lv.69,51,Lv.69,57,Lv.69,41,382,423,Economy!,Lv.1,Spider Web,Lv.1,Divine Stamp,Lv.48,Southern Cross,Lv.60,0x17E
Dan Castella,Castella,GK,Male,Large,Earth,56,59,10,11,11,13,12,11,13,117,Lv.69,95,Lv.99,56,Lv.69,55,Lv.69,53,Lv.69,51,Lv.69,57,Lv.99,53,Lv.69,52,Lv.69,53,377,430,Super Sumo Stomp,Lv.1,Wild Claw,Lv.20,Whale Guard,Lv.48,Counter Strike,Lv.34,0x17F
Bill Moony,Moony,FW,Male,Medium,Earth,48,53,8,11,11,8,12,12,11,122,Lv.99,100,Lv.99,67,Lv.99,51,Lv.59,53,Lv.59,56,Lv.59,58,Lv.69,56,Lv.99,51,Lv.59,34,392,426,Acrobat Bomber,Lv.9,Rainbow Arc,Lv.23,Kangaroo Kick,Lv.27,Dark Whirlwind,Lv.33,0x180
Buddy Goodman,Goodman,DF,Male,Medium,Wood,53,53,9,7,8,11,8,7,10,122,Lv.69,94,Lv.69,48,Lv.69,65,Lv.99,48,Lv.69,48,Lv.69,45,Lv.69,47,Lv.69,65,Lv.69,72,366,438,Dog Run,Lv.46,Doppelganger,Lv.15,Spider Web,Lv.25,Divine Stamp,Lv.50,0x181
Dex Territy,Territy,GK,Male,Medium,Earth,62,59,14,14,15,16,14,15,14,119,Lv.69,101,Lv.69,56,Lv.99,51,Lv.69,54,Lv.69,51,Lv.69,55,Lv.69,53,Lv.69,53,Lv.69,56,373,429,Wood Chopper,Lv.10,Shot Pocket,Lv.20,About Face,Lv.25,Blazing Knuckle,Lv.45,0x182
Vinny O’Gaines,O’Gaines,MF,Male,Medium,Wood,50,51,10,13,13,9,9,11,8,116,Lv.89,92,Lv.59,47,Lv.59,56,Lv.69,58,Lv.69,51,Lv.99,51,Lv.59,51,Lv.89,53,Lv.59,62,367,429,Spectacle Crash,Lv.20,Poison Fog,Lv.10,Dark Whirlwind,Lv.30,Heaven’s Time,Lv.55,0x183
Ray Deo,Deo,GK,Male,Small,Air,52,48,13,9,11,17,10,11,8,138,Lv.99,102,Lv.59,56,Lv.69,51,Lv.59,51,Lv.59,52,Lv.69,51,Lv.99,56,Lv.69,53,Lv.59,63,370,433,Mistral,Lv.12,Black Hole,Lv.20,Whirlwind Cut,Lv.26,Whirlwind,Lv.33,0x184
Archie Meades,Meades,GK,Male,Medium,Wood,49,47,17,13,8,10,9,7,9,122,Lv.59,87,Lv.99,54,Lv.59,52,Lv.59,44,Lv.59,62,Lv.99,49,Lv.59,57,Lv.59,51,Lv.59,63,369,432,Killer Blade,Lv.10,God Hand(E),Lv.20,Shadow Stitch,Lv.23,God Catch,Lv.75,0x185
Dave Chaucer,Chaucer,MF,Male,Small,Wood,52,54,14,10,12,15,10,11,11,122,Lv.99,102,Lv.59,62,Lv.69,55,Lv.59,53,Lv.59,51,Lv.69,54,Lv.99,62,Lv.69,53,Lv.59,35,390,425,Defence Scan,Lv.12,Attack Scan,Lv.18,Afterimage,Lv.21,Wyvern Crash,Lv.36,0x186
Billy Blanc,Blanc,FW,Male,Medium,Air,50,46,17,12,10,8,8,10,10,133,Lv.59,118,Lv.99,56,Lv.59,54,Lv.59,48,Lv.59,47,Lv.59,48,Lv.99,51,Lv.59,67,Lv.59,61,371,432,Fire Tornado,Lv.19,Afterimage,Lv.24,Bubble Gum,Lv.38,Flame Dance,Lv.41,0x187
Creed Craving,Craving,GK,Male,Large,Fire,49,54,10,7,9,14,8,12,7,133,Lv.59,100,Lv.59,56,Lv.59,56,Lv.99,57,Lv.59,56,Lv.99,51,Lv.59,54,Lv.59,51,Lv.59,27,381,408,Sumo Stomp,Lv.5,Pressure Punch,Lv.9,Blazing Knuckle,Lv.40,Whale Guard,Lv.48,0x188
Phil Rosey,Rosey,FW,Male,Large,Fire,51,52,11,7,8,16,7,11,7,120,Lv.59,108,Lv.59,52,Lv.59,58,Lv.99,53,Lv.59,61,Lv.99,54,Lv.59,52,Lv.59,56,Lv.59,40,386,426,Grenade Shot,Lv.10,Magic,Lv.16,Fireball Screw,Lv.68,Shine Drive,Lv.30,0x189
Harry Redcastle,R’castle,MF,Male,Small,Air,53,60,9,10,11,17,9,12,9,120,Lv.59,110,Lv.59,57,Lv.59,56,Lv.99,51,Lv.59,61,Lv.99,51,Lv.59,53,Lv.59,56,Lv.59,39,385,424,Flurry Dash,Lv.10,Afterimage,Lv.18,Big Fan,Lv.30,Whirlwind Force,Lv.40,0x18A
Sonny Welkin,Sonny,MF,Male,Large,Fire,52,51,9,11,10,10,11,12,11,119,Lv.99,97,Lv.59,60,Lv.69,57,Lv.59,52,Lv.59,56,Lv.69,41,Lv.99,60,Lv.69,52,Lv.59,61,378,439,Horn Train,Lv.11,Bubble Gum,Lv.20,Heat Tackle,Lv.34,Shine Drive,Lv.40,0x18B
Teddy Kodiak,Kodiak,MF,Male,Large,Earth,56,59,12,13,12,12,14,13,12,115,Lv.69,98,Lv.69,54,Lv.69,54,Lv.99,56,Lv.69,52,Lv.69,53,Lv.89,56,Lv.69,51,Lv.69,54,376,430,Super Sumo Stomp,Lv.8,Poison Fog,Lv.14,Spider Web,Lv.26,Dark Whirlwind,Lv.41,0x18C
Lloyd Tabb,Tabb,DF,Male,Small,Air,47,49,10,8,10,8,17,10,11,131,Lv.99,91,Lv.99,44,Lv.59,51,Lv.59,57,Lv.59,53,Lv.59,57,Lv.69,55,Lv.99,57,Lv.59,59,374,433,Coil Turn,Lv.10,Rodeo Clown,Lv.12,Spinning Cut,Lv.26,Afterimage,Lv.33,0x18D
Francis Paine,Paine,MF,Male,Small,Wood,45,52,11,10,11,7,15,14,11,99,Lv.99,129,Lv.99,48,Lv.59,56,Lv.59,51,Lv.59,53,Lv.59,56,Lv.69,53,Lv.99,57,Lv.59,62,374,436,Rodeo Clown,Lv.8,Kangaroo Kick,Lv.34,Flame Dance,Lv.28,Cross Drive,Lv.33,0x18E
Griff Strummer,Strummer,GK,Male,Small,Air,59,54,10,14,11,12,10,10,12,117,Lv.69,107,Lv.69,56,Lv.69,51,Lv.69,56,Lv.99,56,Lv.69,53,Lv.69,54,Lv.69,54,Lv.69,42,380,422,Keeper Plus,Lv.1,Mistral,Lv.9,Storm Rider,Lv.46,Clone Block,Lv.31,0x18F
Bryce Bergman,Bergman,MF,Male,Large,Fire,67,51,10,19,11,10,12,17,7,120,Lv.99,95,Lv.99,47,Lv.59,56,Lv.59,55,Lv.59,56,Lv.59,58,Lv.69,61,Lv.99,56,Lv.59,35,389,424,Double Touch,Lv.12,Aurora Dribble,Lv.22,Freeze Shot,Lv.28,Snow Angel,Lv.43,0x190
Fingus Inky,Inky,MF,Male,Medium,Wood,45,57,11,9,11,15,11,13,11,122,Lv.59,93,Lv.59,54,Lv.59,62,Lv.99,48,Lv.59,58,Lv.99,53,Lv.59,57,Lv.59,51,Lv.59,40,383,423,Flurry Dash,Lv.18,Lightning Sprint,Lv.29,Land Of Ice,Lv.20,Black Magic,Lv.21,0x191
Walter Geyser,Geyser,MF,Male,Large,Earth,49,53,9,9,10,16,11,15,11,126,Lv.59,92,Lv.59,57,Lv.59,60,Lv.99,45,Lv.59,56,Lv.99,54,Lv.59,56,Lv.59,51,Lv.59,61,379,440,Sumo Stomp,Lv.9,Super Armadillo,Lv.11,Dynamite Shot,Lv.20,Whale Guard,Lv.55,0x192
Les Knightley,Knightl.,GK,Male,Small,Fire,56,48,10,11,7,16,10,11,11,134,Lv.59,116,Lv.59,53,Lv.59,58,Lv.99,56,Lv.59,59,Lv.99,53,Lv.59,51,Lv.59,51,Lv.59,27,381,408,Fireball Knuckle,Lv.10,Sliding Goal,Lv.22,Fake Bomber,Lv.28,Wormhole,Lv.38,0x193
Conor Abley,Abley,GK,Male,Large,Fire,52,49,11,10,9,11,7,9,9,91,Lv.99,122,Lv.59,58,Lv.69,54,Lv.59,57,Lv.59,60,Lv.69,42,Lv.99,66,Lv.69,57,Lv.59,23,394,417,Fireball Knuckle,Lv.9,Hammer of Fury,Lv.42,Super Sumo Stomp,Lv.19,Blazing Knuckle,Lv.34,0x194
Ainsley Burns,Burns,FW,Male,Large,Earth,52,52,9,11,16,9,11,11,7,122,Lv.89,97,Lv.59,47,Lv.59,54,Lv.69,60,Lv.69,50,Lv.99,56,Lv.59,57,Lv.89,57,Lv.59,27,381,408,Double Grenade,Lv.9,Dark Tornado,Lv.22,Big Fan,Lv.33,Shadow Stitch,Lv.50,0x195
Pete Grimes,Grimes,GK,Male,Medium,Fire,54,62,9,11,13,8,8,9,8,117,Lv.89,109,Lv.59,46,Lv.59,51,Lv.69,56,Lv.69,44,Lv.99,51,Lv.59,57,Lv.89,51,Lv.59,82,356,438,Pressure Punch,Lv.13,Utter Gutsiness Catch,Lv.30,Utter Gutsiness Bat,Lv.35,Utter Gutsiness Club,Lv.50,0x196
Manny Steele,Steele,MF,Male,Large,Fire,69,59,9,10,12,15,13,16,10,129,Lv.59,95,Lv.59,53,Lv.59,56,Lv.99,45,Lv.59,56,Lv.99,56,Lv.59,66,Lv.59,53,Lv.59,38,385,423,Sumo Stomp,Lv.2,The Wall,Lv.18,Iron Wall,Lv.40,Rolling Hell,Lv.65,0x197
Trey Hugger,Hugger,GK,Male,Large,Fire,45,52,8,17,14,17,6,6,10,124,Lv.99,96,Lv.59,41,Lv.69,63,Lv.59,56,Lv.59,63,Lv.69,41,Lv.99,36,Lv.69,54,Lv.59,71,354,425,Fireball Knuckle,Lv.10,Rocket Kobushi,Lv.20,Double Rocket,Lv.40,Sumo Stomp,Lv.44,0x198
Jack Mate,Mate,DF,Male,Medium,Air,52,49,10,11,10,16,10,11,8,124,Lv.59,100,Lv.59,57,Lv.59,60,Lv.99,56,Lv.59,61,Lv.99,51,Lv.59,56,Lv.59,53,Lv.59,31,394,425,Coil Turn,Lv.9,About Face,Lv.22,Bamboo Pattern,Lv.50,Three-Legged Rush,Lv.55,0x199
Mike Chequer,Chequer,GK,Male,Large,Fire,57,53,11,13,13,14,10,13,12,111,Lv.89,92,Lv.89,57,Lv.89,52,Lv.89,52,Lv.99,51,Lv.89,53,Lv.89,51,Lv.89,53,Lv.89,71,369,440,Fireball Knuckle,Lv.14,Fireball Head,Lv.25,Flame Breath,Lv.50,Echo Ball,Lv.66,0x19A
Berty Adman,Adman,GK,Male,Medium,Earth,45,47,11,9,7,9,17,11,9,134,Lv.99,93,Lv.99,48,Lv.59,51,Lv.59,53,Lv.59,55,Lv.59,62,Lv.69,57,Lv.99,53,Lv.59,31,379,410,Sliding Goal,Lv.28,Wild Claw,Lv.10,Blade Attack,Lv.30,Table-Turner,Lv.50,0x19B
Troy Carr,Carr,FW,Male,Small,Air,61,59,13,17,17,13,15,17,15,120,Lv.69,111,Lv.69,53,Lv.69,53,Lv.69,57,Lv.99,57,Lv.69,51,Lv.69,56,Lv.69,57,Lv.69,49,384,433,Coil Turn,Lv.8,Rodeo Clown,Lv.12,Twin Boost,Lv.24,Clone Shot,Lv.45,0x19C
Hollis Ticure,Ticure,FW,Male,Large,Fire,63,64,16,13,15,17,15,13,15,126,Lv.69,94,Lv.69,54,Lv.99,56,Lv.69,51,Lv.69,55,Lv.69,51,Lv.69,61,Lv.69,51,Lv.69,52,379,431,Grenade Shot,Lv.10,Patriot Shot,Lv.25,Shine Drive,Lv.40,Assault Shot,Lv.60,0x19D
Guy Dance,Dance,MF,Male,Large,Earth,50,52,11,8,10,11,14,11,10,122,Lv.99,97,Lv.99,45,Lv.59,54,Lv.59,57,Lv.59,57,Lv.59,56,Lv.69,60,Lv.99,53,Lv.59,34,382,416,Dash Accelerator,Lv.12,Super Armadillo,Lv.23,Run Ball Run,Lv.33,Divine Stamp,Lv.46,0x19E
Jack Trumper,Trumper,FW,Male,Medium,Air,51,63,10,10,14,11,8,10,8,122,Lv.89,109,Lv.59,44,Lv.59,54,Lv.69,60,Lv.69,46,Lv.99,54,Lv.59,54,Lv.89,51,Lv.59,65,363,428,Lucky!,Lv.12,Cross Drive,Lv.20,Whirlwind Cut,Lv.30,Whirlwind Drop,Lv.55,0x19F
John Corder,Corder,FW,Male,Small,Fire,55,55,12,12,10,11,10,12,11,104,Lv.89,118,Lv.89,53,Lv.89,57,Lv.89,57,Lv.89,56,Lv.89,57,Lv.99,53,Lv.89,51,Lv.89,41,384,425,Fire Tornado,Lv.7,Gyro Head,Lv.23,Bubble Gum,Lv.33,Inazuma Drop,Lv.46,0x1A0
Nigel Bramel,Bramel,DF,Male,Small,Air,45,52,10,8,11,11,15,12,8,94,Lv.99,137,Lv.99,48,Lv.59,53,Lv.59,56,Lv.59,51,Lv.59,62,Lv.69,57,Lv.99,53,Lv.59,30,380,410,Rodeo Clown,Lv.9,Quick Draw,Lv.15,Comet Shot,Lv.22,Flame Dance,Lv.50,0x1A1
Hank O’Chief,O’Chief,GK,Male,Large,Fire,50,43,17,14,7,11,10,8,9,124,Lv.59,96,Lv.99,54,Lv.59,57,Lv.59,48,Lv.59,47,Lv.99,47,Lv.59,53,Lv.59,54,Lv.59,66,360,426,Pressure Punch,Lv.15,Full Power Shield,Lv.25,Flame Dance,Lv.33,Super Sumo Stomp,Lv.40,0x1A2
Jess Uplement,Uplement,MF,Male,Large,Earth,50,42,17,13,8,9,11,7,10,122,Lv.59,120,Lv.99,54,Lv.59,56,Lv.59,44,Lv.99,45,Lv.59,50,Lv.59,51,Lv.59,51,Lv.59,89,351,440,Poison Fog,Lv.15,Afterimage,Lv.25,Dark Whirlwind,Lv.33,Sumo Stomp,Lv.40,0x1A3
Alec Smart,Smart,GK,Male,Large,Fire,52,49,9,8,7,11,11,8,11,99,Lv.69,126,Lv.69,47,Lv.69,48,Lv.69,50,Lv.99,44,Lv.69,50,Lv.69,48,Lv.69,47,Lv.69,101,334,435,Wood Chopper,Lv.10,Sliding Goal,Lv.20,Sumo Stomp,Lv.30,Double Rocket,Lv.50,0x1A4
Rob Anchor,Anchor,DF,Male,Medium,Air,48,51,16,9,10,14,8,8,10,121,Lv.99,97,Lv.59,56,Lv.69,54,Lv.59,64,Lv.59,51,Lv.69,56,Lv.99,62,Lv.69,53,Lv.59,22,396,418,Coil Turn,Lv.10,Spinning Cut,Lv.20,Zigzag Spark,Lv.33,Dual Storm,Lv.58,0x1A5
Brent Cross,Cross,MF,Male,Large,Fire,56,47,15,12,9,9,9,11,7,122,Lv.59,100,Lv.99,57,Lv.59,51,Lv.99,44,Lv.59,49,Lv.59,49,Lv.59,54,Lv.59,54,Lv.59,68,358,426,Horn Train,Lv.5,Heat Tackle,Lv.20,Mole Fake,Lv.37,Mad Express,Lv.66,0x1A6
Albert Wister,Wister,GK,Male,Small,Earth,46,51,8,10,9,9,10,10,9,118,Lv.99,98,Lv.99,50,Lv.59,56,Lv.59,56,Lv.59,51,Lv.59,58,Lv.69,58,Lv.99,53,Lv.59,33,382,415,Fireball Knuckle,Lv.10,Coil Turn,Lv.20,Utter Gutsiness Catch,Lv.40,Hurricane Arrows,Lv.55,0x1A7
Nev Erin,Erin,FW,Male,Medium,Air,50,56,14,10,14,13,19,17,14,120,Lv.99,109,Lv.99,56,Lv.59,62,Lv.59,62,Lv.59,56,Lv.59,65,Lv.69,60,Lv.99,62,Lv.59,16,423,439,Dark Tornado,Lv.29,Aurora Dribble,Lv.33,Dash Storm,Lv.46,Utter Gutsiness Bat,Lv.50,0x1A8
Caz Yewell,Yewell,GK,Male,Large,Fire,56,56,14,12,10,13,13,13,14,126,Lv.99,94,Lv.99,62,Lv.99,51,Lv.99,53,Lv.99,57,Lv.99,60,Lv.99,60,Lv.99,56,Lv.99,34,399,433,Wood Chopper,Lv.8,Wild Claw,Lv.20,Table-Turner,Lv.30,Fist of Justice,Lv.45,0x1A9
Conor Trail,Trail,GK,Male,Large,Air,44,55,10,8,14,17,14,16,8,122,Lv.59,93,Lv.59,56,Lv.59,56,Lv.99,49,Lv.59,62,Lv.99,53,Lv.59,65,Lv.59,55,Lv.59,23,396,419,Toughness Block,Lv.11,Sliding Goal,Lv.24,Boost Glider,Lv.57,Tsunami Wall,Lv.70,0x1AA
Manuel Gere,Gere,DF,Male,Small,Air,49,52,8,13,14,9,9,11,11,117,Lv.89,93,Lv.59,45,Lv.59,57,Lv.69,62,Lv.69,50,Lv.99,51,Lv.59,54,Lv.89,55,Lv.59,48,374,422,Flurry Dash,Lv.5,Flame Dance,Lv.24,Shooting Star,Lv.40,Lightning Sprint,Lv.50,0x1AB
Per Hockside,Hockside,FW,Male,Medium,Fire,49,48,10,9,8,10,14,14,9,136,Lv.99,99,Lv.99,45,Lv.59,53,Lv.59,54,Lv.59,52,Lv.59,61,Lv.69,60,Lv.99,57,Lv.59,35,382,417,Grenade Shot,Lv.14,Dash Accelerator,Lv.20,Killer Slide,Lv.30,Acrobat Bomber,Lv.40,0x1AC
Lee Gleagle,Gleagle,DF,Male,Medium,Wood,52,52,9,10,10,11,9,11,9,121,Lv.69,89,Lv.69,49,Lv.69,49,Lv.69,46,Lv.69,50,Lv.69,47,Lv.99,44,Lv.69,46,Lv.69,102,331,433,Attack Scan,Lv.9,Blade Attack,Lv.18,Volcano Cut,Lv.40,Shooting Star,Lv.55,0x1AD
Paul Pitcher,Pitcher,DF,Male,Medium,Earth,51,67,9,9,19,8,10,7,10,106,Lv.89,113,Lv.59,47,Lv.59,55,Lv.69,60,Lv.69,47,Lv.99,53,Lv.59,52,Lv.89,56,Lv.59,62,370,432,Horn Train,Lv.17,Whirlwind Twister,Lv.23,Poison Fog,Lv.33,Dual Storm,Lv.58,0x1AE
Turner Fortune,Fortune,DF,Male,Medium,Wood,49,52,8,4,9,16,9,8,8,121,Lv.69,93,Lv.69,37,Lv.69,41,Lv.69,50,Lv.99,66,Lv.69,44,Lv.69,47,Lv.69,45,Lv.69,84,330,414,Killer Slide,Lv.10,Breakthrough,Lv.20,Breakthrough 2,Lv.30,Breakthrough 3,Lv.45,0x1AF
Walter Walken,Walken,DF,Male,Medium,Air,56,47,9,10,8,10,8,10,7,131,Lv.69,90,Lv.69,46,Lv.69,45,Lv.99,48,Lv.69,49,Lv.69,50,Lv.69,50,Lv.69,63,Lv.69,75,351,426,Tsunami Boost,Lv.19,Spider Web,Lv.22,Dark Whirlwind,Lv.28,The Hurricane,Lv.50,0x1B0
Sal Curie,Curie,DF,Male,Large,Fire,49,52,8,12,16,7,7,9,7,115,Lv.89,92,Lv.59,48,Lv.59,53,Lv.69,57,Lv.69,50,Lv.99,51,Lv.59,57,Lv.89,53,Lv.59,60,369,429,Sumo Stomp,Lv.5,The Wall,Lv.15,Land Of Ice,Lv.25,Earthquake,Lv.35,0x1B1
Silver Platt,Platt,DF,Male,Medium,Fire,60,59,12,12,12,10,10,14,14,119,Lv.69,94,Lv.69,53,Lv.69,54,Lv.99,55,Lv.69,51,Lv.69,51,Lv.69,51,Lv.69,57,Lv.69,44,372,416,Afterimage,Lv.16,Clone Defence,Lv.28,Clone Block,Lv.20,Clone Faker,Lv.33,0x1B2
Nick Yergrub,Yergrub,FW,Male,Medium,Air,45,57,10,11,14,14,12,16,7,126,Lv.59,100,Lv.59,57,Lv.59,62,Lv.99,48,Lv.59,65,Lv.99,51,Lv.59,65,Lv.59,57,Lv.59,22,405,427,Condor Dive,Lv.15,Cross Drive,Lv.25,Hawk Shot,Lv.34,Cyclone,Lv.40,0x1B3
Mal Inger,Inger,DF,Male,Large,Earth,54,52,10,14,15,9,10,11,10,119,Lv.89,91,Lv.59,50,Lv.59,53,Lv.69,57,Lv.69,48,Lv.99,55,Lv.59,53,Lv.89,56,Lv.59,60,372,432,Grenade Shot,Lv.5,Killer Slide,Lv.12,Slack Off,Lv.53,Super Sumo Stomp,Lv.35,0x1B4
Jim Cook,Cook,DF,Male,Medium,Air,50,47,17,14,11,9,7,9,9,122,Lv.59,95,Lv.99,51,Lv.99,56,Lv.59,48,Lv.59,45,Lv.59,44,Lv.59,53,Lv.59,53,Lv.59,91,350,441,Attack Scan,Lv.15,Spinning Cut,Lv.28,Perimeter Zone,Lv.44,Invisible Fake,Lv.56,0x1B5
Gus Potter,Potter,DF,Male,Large,Earth,49,47,9,7,8,9,12,12,11,94,Lv.99,118,Lv.99,47,Lv.59,53,Lv.59,54,Lv.59,55,Lv.59,60,Lv.69,56,Lv.99,56,Lv.59,44,381,425,Sumo Stomp,Lv.20,Super Sumo Stomp,Lv.28,Dirt Ball,Lv.33,Super Armadillo,Lv.45,0x1B6
Handel Turnon,Turnon,GK,Male,Large,Fire,49,48,15,14,10,11,8,11,9,118,Lv.59,90,Lv.99,53,Lv.59,51,Lv.59,46,Lv.99,46,Lv.59,50,Lv.59,56,Lv.59,56,Lv.59,80,358,438,Rocket Kobushi,Lv.16,Fake Ball,Lv.27,Echo Ball,Lv.51,Double Rocket,Lv.70,0x1B7
Peter Malus,Malus,MF,Male,Medium,Earth,54,47,16,11,12,17,8,10,11,120,Lv.99,92,Lv.59,57,Lv.69,57,Lv.59,53,Lv.59,51,Lv.69,56,Lv.99,56,Lv.69,51,Lv.59,42,381,423,Doppelganger,Lv.10,Afterimage,Lv.18,Fake Bomber,Lv.36,Clone Defence,Lv.42,0x1B8
Colin Lection,Lection,DF,Male,Small,Fire,64,60,16,13,16,17,14,16,15,116,Lv.69,101,Lv.69,53,Lv.69,54,Lv.99,51,Lv.69,56,Lv.69,51,Lv.69,57,Lv.69,51,Lv.69,56,373,429,Killer Slide,Lv.6,Racing Flame,Lv.34,Bewildered,Lv.28,Volcano Cut,Lv.50,0x1B9
Brock Twigg,Twigg,MF,Male,Medium,Wood,54,54,10,7,10,8,10,7,8,128,Lv.69,115,Lv.69,48,Lv.69,48,Lv.69,50,Lv.69,66,Lv.69,47,Lv.99,49,Lv.69,62,Lv.69,54,370,424,Jinx,Lv.1,Illusion Ball,Lv.22,Deceptor Dribble,Lv.30,Am-Bush,Lv.70,0x1BA
Paddy Rise,Rise,DF,Male,Large,Fire,55,49,8,7,11,17,7,14,8,120,Lv.59,109,Lv.59,53,Lv.59,61,Lv.99,56,Lv.59,59,Lv.99,53,Lv.59,56,Lv.59,56,Lv.59,31,394,425,Horn Train,Lv.12,Fake Bomber,Lv.20,Breakthrough,Lv.30,Asteroid Belt,Lv.40,0x1BB
Dustin Westend,Westend,FW,Male,Medium,Air,49,53,8,11,8,9,12,12,9,102,Lv.99,127,Lv.99,48,Lv.59,52,Lv.59,56,Lv.59,51,Lv.59,60,Lv.69,56,Lv.99,52,Lv.59,48,375,423,Spinning Shot,Lv.10,Cross Drive,Lv.22,Moonsault,Lv.30,Double Cyclone,Lv.42,0x1BC
Alfonse Way,Way,MF,Male,Large,Earth,55,48,11,8,8,9,15,12,10,134,Lv.99,95,Lv.99,50,Lv.59,39,Lv.59,39,Lv.99,51,Lv.59,56,Lv.69,56,Lv.99,56,Lv.59,78,347,425,Heat Tackle,Lv.18,Patriot Shot,Lv.16,Blade Attack,Lv.22,Shadow Stitch,Lv.36,0x1BD
Pippin Flowers,Flowers,FW,Male,Large,Fire,52,53,7,10,10,15,9,11,10,121,Lv.59,110,Lv.59,57,Lv.59,62,Lv.99,51,Lv.59,56,Lv.99,56,Lv.59,53,Lv.59,56,Lv.59,33,391,424,Grenade Shot,Lv.8,Assault Shot,Lv.40,Zigzag Spark,Lv.26,Double Grenade,Lv.35,0x1BE
Euan Stamper,Stamper,DF,Male,Medium,Wood,52,53,10,8,11,11,10,10,10,121,Lv.69,108,Lv.69,65,Lv.69,44,Lv.69,47,Lv.99,50,Lv.69,50,Lv.69,46,Lv.69,67,Lv.69,62,369,431,Quick Draw,Lv.10,Fake Bomber,Lv.19,Hammer of Fury,Lv.51,Divine Stamp,Lv.46,0x1BF
Paddy Prunus,Prunus,GK,Male,Small,Air,51,43,13,10,7,8,9,10,7,120,Lv.59,86,Lv.99,51,Lv.59,56,Lv.59,48,Lv.99,51,Lv.59,48,Lv.59,56,Lv.59,57,Lv.59,62,367,429,Mistral,Lv.8,Aurora Curtain,Lv.17,Blade Attack,Lv.25,Procyon Net,Lv.58,0x1C0
Brian Presser,Presser,FW,Male,Large,Earth,51,48,8,7,7,15,9,11,9,133,Lv.59,106,Lv.59,55,Lv.59,60,Lv.99,53,Lv.59,59,Lv.99,54,Lv.59,53,Lv.59,57,Lv.59,33,391,424,Recovery,Lv.1,Snake Shot,Lv.12,Dirt Ball,Lv.28,Super Armadillo,Lv.40,0x1C1
Pete LeGume,LeGume,DF,Male,Medium,Fire,65,57,14,16,14,13,15,16,13,125,Lv.89,105,Lv.89,57,Lv.89,60,Lv.89,57,Lv.89,58,Lv.89,60,Lv.99,58,Lv.89,56,Lv.89,26,406,432,Cool Up!,Lv.1,Volcano Cut,Lv.32,Aurora Dribble,Lv.39,Circus Block,Lv.54,0x1C2
Shylock Watson,Watson,DF,Male,Medium,Wood,53,50,11,11,8,9,11,11,10,120,Lv.69,86,Lv.69,45,Lv.69,45,Lv.99,44,Lv.69,47,Lv.69,44,Lv.69,46,Lv.69,49,Lv.69,106,320,426,Killer Slide,Lv.8,Land Of Ice,Lv.29,Deceptor Dribble,Lv.35,Invisible Fake,Lv.49,0x1C3
Ed Ripp,Ripp,DF,Male,Large,Earth,48,50,7,8,8,9,11,14,11,122,Lv.99,91,Lv.99,45,Lv.59,51,Lv.59,51,Lv.59,56,Lv.59,59,Lv.69,62,Lv.99,54,Lv.59,36,378,414,Super Sumo Stomp,Lv.5,Racing Flame,Lv.38,Bewilder Blast,Lv.46,Flame Dance,Lv.42,0x1C4
Hike Basher,Basher,FW,Male,Small,Wood,65,60,13,17,17,14,14,16,13,110,Lv.59,100,Lv.59,56,Lv.59,56,Lv.59,52,Lv.59,53,Lv.59,56,Lv.99,52,Lv.59,57,Lv.59,44,382,426,Hellfire,Lv.43,Quick Draw,Lv.19,Phantom Shot,Lv.24,Illusion Ball,Lv.35,0x1C5
Anthony Phinder,Phinder,FW,Male,Medium,Fire,62,59,15,15,13,17,14,14,16,124,Lv.69,92,Lv.69,52,Lv.69,51,Lv.69,53,Lv.99,56,Lv.69,56,Lv.69,56,Lv.69,53,Lv.69,54,377,431,Grenade Shot,Lv.9,Coil Turn,Lv.18,Monkey Turn,Lv.29,Fire Tornado,Lv.40,0x1C6
